date,week,meal,product,M,P,F,C,FBR,SGR,K,Pg,Fg,Cg,FBRg,SGRg,Kcal
03.04.2020,20_14,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
03.04.2020,20_14,1,грудка,200,31,"3,6",0,0,0,165,62,"7,2",0,0,0,330
03.04.2020,20_14,1,Яйцо белок,200,"11,1",0,1,0,0,46,"22,2",0,2,0,0,92
03.04.2020,20_14,1,Яйцо желток,15,"16,2","31,2","3,6",0,0,354,"2,43","4,68","0,54",0,0,"53,1"
03.04.2020,20_14,1,Яблоко,300,"0,3","0,2",14,2,"8,74",52,"0,9","0,6",42,6,"26,22",156
03.04.2020,20_14,1,морковь,100,"0,9","0,2",10,"2,8","4,53",41,"0,9","0,2",10,"2,8","4,53",41
03.04.2020,20_14,1,рыбий жир,10,0,100,0,,,900,0,10,0,0,0,90
03.04.2020,20_14,1,масло оливковое,12,0,92,0,0,0,824,0,"11,04",0,0,0,"98,88"
03.04.2020,20_14,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
03.04.2020,20_14,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
03.04.2020,20_14,1,Президент 76,20,"7,4","47,5","35,5",,,599,"1,48","9,5","7,1",0,0,"119,8"
03.04.2020,20_14,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
04.04.2020,20_14,1,Овсянка,85,13,6,63,9,0,360,"11,05","5,1","53,55","7,65",0,306
04.04.2020,20_14,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
04.04.2020,20_14,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
04.04.2020,20_14,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
04.04.2020,20_14,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
04.04.2020,20_14,1,грудка,200,31,"3,6",0,0,0,165,62,"7,2",0,0,0,330
04.04.2020,20_14,1,Яйцо белок,200,"11,1",0,1,0,0,46,"22,2",0,2,0,0,92
04.04.2020,20_14,1,Яйцо желток,15,"16,2","31,2","3,6",0,0,354,"2,43","4,68","0,54",0,0,"53,1"
04.04.2020,20_14,1,Яблоко,150,"0,3","0,2",14,2,"8,74",52,"0,45","0,3",21,3,"13,11",78
04.04.2020,20_14,1,апельсин,270,"0,9","0,1",12,3,9,47,"2,43","0,27","32,4","8,1","24,3","126,9"
04.04.2020,20_14,1,рыбий жир,10,0,100,0,,,900,0,10,0,0,0,90
04.04.2020,20_14,1,витьба вафля шок,38,5,31,59,,,530,"1,9","11,78","22,42",0,0,"201,4"
04.04.2020,20_14,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
05.04.2020,20_15,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
05.04.2020,20_15,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
05.04.2020,20_15,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
05.04.2020,20_15,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
05.04.2020,20_15,1,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
05.04.2020,20_15,1,макароны вар,300,5,1,27,,,133,15,3,81,0,0,399
05.04.2020,20_15,1,Свинина окорок,150,18,21,0,0,0,270,27,"31,5",0,0,0,405
05.04.2020,20_15,1,Яйцо белок,280,"11,1",0,1,0,0,46,"31,08",0,"2,8",0,0,"128,8"
05.04.2020,20_15,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
05.04.2020,20_15,1,Яблоко,150,"0,3","0,2",14,2,"8,74",52,"0,45","0,3",21,3,"13,11",78
05.04.2020,20_15,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
05.04.2020,20_15,1,икра Совьет,10,"28,9","11,1",0,,,216,"2,89","1,11",0,0,0,"21,6"
06.04.2020,20_15,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
06.04.2020,20_15,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
06.04.2020,20_15,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
06.04.2020,20_15,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
06.04.2020,20_15,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
06.04.2020,20_15,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
06.04.2020,20_15,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
06.04.2020,20_15,1,чернослив,30,"2,2","0,4",64,,,240,"0,66","0,12","19,2",0,0,72
06.04.2020,20_15,1,Свинина окорок,170,18,21,0,0,0,270,"30,6","35,7",0,0,0,459
06.04.2020,20_15,1,Яйцо белок,320,"11,1",0,1,0,0,46,"35,52",0,"3,2",0,0,"147,2"
06.04.2020,20_15,1,Яйцо желток,15,"16,2","31,2","3,6",0,0,354,"2,43","4,68","0,54",0,0,"53,1"
06.04.2020,20_15,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
06.04.2020,20_15,1,Яблоко,300,"0,3","0,2",14,2,"8,74",52,"0,9","0,6",42,6,"26,22",156
06.04.2020,20_15,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
06.04.2020,20_15,1,икра Совьет,10,"28,9","11,1",0,,,216,"2,89","1,11",0,0,0,"21,6"
07.04.2020,20_15,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
07.04.2020,20_15,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
07.04.2020,20_15,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
07.04.2020,20_15,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
07.04.2020,20_15,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
07.04.2020,20_15,1,Свинина окорок,170,18,21,0,0,0,270,"30,6","35,7",0,0,0,459
07.04.2020,20_15,1,Яйцо белок,240,"11,1",0,1,0,0,46,"26,64",0,"2,4",0,0,"110,4"
07.04.2020,20_15,1,Яйцо желток,15,"16,2","31,2","3,6",0,0,354,"2,43","4,68","0,54",0,0,"53,1"
07.04.2020,20_15,1,апельсин,300,"0,9","0,1",12,3,9,47,"2,7","0,3",36,9,27,141
07.04.2020,20_15,1,Яблоко,300,"0,3","0,2",14,2,"8,74",52,"0,9","0,6",42,6,"26,22",156
07.04.2020,20_15,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
08.04.2020,20_15,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
08.04.2020,20_15,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
08.04.2020,20_15,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
08.04.2020,20_15,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
08.04.2020,20_15,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
08.04.2020,20_15,1,грудка,330,31,"3,6",0,0,0,165,"102,3","11,88",0,0,0,"544,5"
08.04.2020,20_15,1,рыбий жир,10,0,100,0,,,900,0,10,0,0,0,90
08.04.2020,20_15,1,масло оливковое,20,0,92,0,0,0,824,0,"18,4",0,0,0,"164,8"
08.04.2020,20_15,1,гранат,100,"1,7","1,2",19,2,"8,74",83,"1,7","1,2",19,2,"8,74",83
08.04.2020,20_15,1,Яблоко,150,"0,3","0,2",14,2,"8,74",52,"0,45","0,3",21,3,"13,11",78
08.04.2020,20_15,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
08.04.2020,20_15,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
08.04.2020,20_15,1,Шоколад Спартак 56%,20,"6,5",34,51,10,20,530,"1,3","6,8","10,2",2,4,106
08.04.2020,20_15,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
08.04.2020,20_15,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
09.04.2020,20_15,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
09.04.2020,20_15,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
09.04.2020,20_15,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
09.04.2020,20_15,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
09.04.2020,20_15,1,булгур вар,600,5,1,25,7,"0,16",122,30,6,150,42,"0,96",732
09.04.2020,20_15,1,грудка,200,31,"3,6",0,0,0,165,62,"7,2",0,0,0,330
09.04.2020,20_15,1,тунец конс,150,22,"0,7",0,0,0,96,33,"1,05",0,0,0,144
09.04.2020,20_15,1,Яблоко,200,"0,3","0,2",14,2,"8,74",52,"0,6","0,4",28,4,"17,48",104
09.04.2020,20_15,1,апельсин,300,"0,9","0,1",12,3,9,47,"2,7","0,3",36,9,27,141
09.04.2020,20_15,1,морковь,85,"0,9","0,2",10,"2,8","4,53",41,"0,765","0,17","8,5","2,38","3,8505","34,85"
09.04.2020,20_15,1,рыбий жир,10,0,100,0,,,900,0,10,0,0,0,90
09.04.2020,20_15,1,масло оливковое,15,0,92,0,0,0,824,0,"13,8",0,0,0,"123,6"
09.04.2020,20_15,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
10.04.2020,20_15,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
10.04.2020,20_15,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
10.04.2020,20_15,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
10.04.2020,20_15,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
10.04.2020,20_15,1,булгур вар,300,5,1,25,7,"0,16",122,15,3,75,21,"0,48",366
10.04.2020,20_15,1,макароны вар 150/320,300,7,1,32,,,163,21,3,96,0,0,489
10.04.2020,20_15,1,грудка,300,31,"3,6",0,0,0,165,93,"10,8",0,0,0,495
10.04.2020,20_15,1,Яблоко,200,"0,3","0,2",14,2,"8,74",52,"0,6","0,4",28,4,"17,48",104
10.04.2020,20_15,1,апельсин,300,"0,9","0,1",12,3,9,47,"2,7","0,3",36,9,27,141
10.04.2020,20_15,1,морковь,85,"0,9","0,2",10,"2,8","4,53",41,"0,765","0,17","8,5","2,38","3,8505","34,85"
10.04.2020,20_15,1,рыбий жир,10,0,100,0,,,900,0,10,0,0,0,90
10.04.2020,20_15,1,масло оливковое,15,0,92,0,0,0,824,0,"13,8",0,0,0,"123,6"
10.04.2020,20_15,1,bcaa ON,12,53,0,32,0,0,337,"6,36",0,"3,84",0,0,"40,44"
10.04.2020,20_15,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
10.04.2020,20_15,1,Шоколад Спартак 56%,20,"6,5",34,51,10,20,530,"1,3","6,8","10,2",2,4,106
11.04.2020,20_15,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
11.04.2020,20_15,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
11.04.2020,20_15,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
11.04.2020,20_15,1,сыр,50,"22,5",28,0,0,0,342,"11,25",14,0,0,0,171
11.04.2020,20_15,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
11.04.2020,20_15,1,масло оливковое,15,0,92,0,0,0,824,0,"13,8",0,0,0,"123,6"
11.04.2020,20_15,1,рыбий жир,15,0,100,0,,,900,0,15,0,0,0,135
11.04.2020,20_15,1,тунец конс,170,22,"0,7",0,0,0,96,"37,4","1,19",0,0,0,"163,2"
11.04.2020,20_15,1,Свинина окорок,150,18,21,0,0,0,270,27,"31,5",0,0,0,405
11.04.2020,20_15,1,Яблоко,200,"0,3","0,2",14,2,"8,74",52,"0,6","0,4",28,4,"17,48",104
11.04.2020,20_15,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
11.04.2020,20_15,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
11.04.2020,20_15,1,морковь,100,"0,9","0,2",10,"2,8","4,53",41,"0,9","0,2",10,"2,8","4,53",41
12.04.2020,20_16,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
12.04.2020,20_16,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
12.04.2020,20_16,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
12.04.2020,20_16,1,сыр,60,"22,5",28,0,0,0,342,"13,5","16,8",0,0,0,"205,2"
12.04.2020,20_16,1,гречка вар,165,4,1,20,"2,938090241",0,100,"6,6","1,65",33,"4,847848898",0,165
12.04.2020,20_16,1,Свинина окорок,65,18,21,0,0,0,270,"11,7","13,65",0,0,0,"175,5"
12.04.2020,20_16,1,мед,20,"0,5","0,2",80,0,80,330,"0,1","0,04",16,0,16,66
12.04.2020,20_16,1,морковь,120,"0,9","0,2",10,"2,8","4,53",41,"1,08","0,24",12,"3,36","5,436","49,2"
12.04.2020,20_16,1,грудка,60,31,"3,6",0,0,0,165,"18,6","2,16",0,0,0,99
12.04.2020,20_16,1,Финик,6,"2,5","0,5",72,,,259,"0,15","0,03","4,32",0,0,"15,54"
12.04.2020,20_16,1,Овсянка,130,13,6,63,9,0,360,"16,9","7,8","81,9","11,7",0,468
12.04.2020,20_16,1,грудка,200,31,"3,6",0,0,0,165,62,"7,2",0,0,0,330
12.04.2020,20_16,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
12.04.2020,20_16,1,морковь,120,"0,9","0,2",10,"2,8","4,53",41,"1,08","0,24",12,"3,36","5,436","49,2"
12.04.2020,20_16,1,Яблоко,300,"0,3","0,2",14,2,"8,74",52,"0,9","0,6",42,6,"26,22",156
13.04.2020,20_16,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
13.04.2020,20_16,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
13.04.2020,20_16,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
13.04.2020,20_16,1,сыр,60,"22,5",28,0,0,0,342,"13,5","16,8",0,0,0,"205,2"
13.04.2020,20_16,1,перловка вар,630,"3,1","0,4",22,"5,1","0,26",120,"19,53","2,52","138,6","32,13","1,638",756
13.04.2020,20_16,1,грудка,278,31,"3,6",0,0,0,165,"86,18","10,008",0,0,0,"458,7"
13.04.2020,20_16,1,рыбий жир,10,0,100,0,,,900,0,10,0,0,0,90
13.04.2020,20_16,1,масло оливковое,15,0,92,0,0,0,824,0,"13,8",0,0,0,"123,6"
13.04.2020,20_16,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
13.04.2020,20_16,1,bcaa ON,6,53,0,32,0,0,337,"3,18",0,"1,92",0,0,"20,22"
13.04.2020,20_16,1,Яблоко,300,"0,3","0,2",14,2,"8,74",52,"0,9","0,6",42,6,"26,22",156
13.04.2020,20_16,1,апельсин,250,"0,9","0,1",12,3,9,47,"2,25","0,25",30,"7,5","22,5","117,5"
13.04.2020,20_16,1,Шоколад Спартак 56%,17,"6,5",34,51,10,20,530,"1,105","5,78","8,67","1,7","3,4","90,1"
13.04.2020,20_16,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
14.04.2020,20_16,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
14.04.2020,20_16,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
14.04.2020,20_16,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
14.04.2020,20_16,1,сыр,53,"22,5",28,0,0,0,342,"11,925","14,84",0,0,0,"181,26"
14.04.2020,20_16,1,перловка вар,630,"3,1","0,4",22,"5,1","0,26",120,"19,53","2,52","138,6","32,13","1,638",756
14.04.2020,20_16,1,грудка,120,31,"3,6",0,0,0,165,"37,2","4,32",0,0,0,198
14.04.2020,20_16,1,говядина нежирная,180,"25,7","8,1","0,2",0,0,175,"46,26","14,58","0,36",0,0,315
14.04.2020,20_16,1,масло оливковое,15,0,92,0,0,0,824,0,"13,8",0,0,0,"123,6"
14.04.2020,20_16,1,Яблоко,300,"0,3","0,2",14,2,"8,74",52,"0,9","0,6",42,6,"26,22",156
14.04.2020,20_16,1,апельсин,250,"0,9","0,1",12,3,9,47,"2,25","0,25",30,"7,5","22,5","117,5"
14.04.2020,20_16,1,морковь,125,"0,9","0,2",10,"2,8","4,53",41,"1,125","0,25","12,5","3,5","5,6625","51,25"
14.04.2020,20_16,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
15.04.2020,20_16,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
15.04.2020,20_16,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
15.04.2020,20_16,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
15.04.2020,20_16,1,сыр,53,"22,5",28,0,0,0,342,"11,925","14,84",0,0,0,"181,26"
15.04.2020,20_16,1,макароны вар 150/320,600,7,1,32,,,163,42,6,192,0,0,978
15.04.2020,20_16,1,Яйцо белок,320,"11,1",0,1,0,0,46,"35,52",0,"3,2",0,0,"147,2"
15.04.2020,20_16,1,Яйцо желток,15,"16,2","31,2","3,6",0,0,354,"2,43","4,68","0,54",0,0,"53,1"
15.04.2020,20_16,1,говядина нежирная,100,"25,7","8,1","0,2",0,0,175,"25,7","8,1","0,2",0,0,175
15.04.2020,20_16,1,масло оливковое,15,0,92,0,0,0,824,0,"13,8",0,0,0,"123,6"
15.04.2020,20_16,1,Яблоко,300,"0,3","0,2",14,2,"8,74",52,"0,9","0,6",42,6,"26,22",156
15.04.2020,20_16,1,апельсин,250,"0,9","0,1",12,3,9,47,"2,25","0,25",30,"7,5","22,5","117,5"
15.04.2020,20_16,1,bcaa ON,6,53,0,32,0,0,337,"3,18",0,"1,92",0,0,"20,22"
15.04.2020,20_16,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
15.04.2020,20_16,1,Шоколад Спартак 56%,17,"6,5",34,51,10,20,530,"1,105","5,78","8,67","1,7","3,4","90,1"
15.04.2020,20_16,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
16.04.2020,20_16,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
16.04.2020,20_16,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
16.04.2020,20_16,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
16.04.2020,20_16,1,сыр,60,"22,5",28,0,0,0,342,"13,5","16,8",0,0,0,"205,2"
16.04.2020,20_16,1,рис бур вар,600,3,1,26,,,120,18,6,156,0,0,720
16.04.2020,20_16,1,хек рыба,300,"16,8","2,2",0,0,0,86,"50,4","6,6",0,0,0,258
16.04.2020,20_16,1,масло оливковое,12,0,92,0,0,0,824,0,"11,04",0,0,0,"98,88"
16.04.2020,20_16,1,Яблоко,270,"0,3","0,2",14,2,"8,74",52,"0,81","0,54","37,8","5,4","23,598","140,4"
16.04.2020,20_16,1,апельсин,230,"0,9","0,1",12,3,9,47,"2,07","0,23","27,6","6,9","20,7","108,1"
16.04.2020,20_16,1,морская капуста,150,"0,5","0,5","3,8","1,3","0,6",22,"0,75","0,75","5,7","1,95","0,9",33
16.04.2020,20_16,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
17.04.2020,20_16,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
17.04.2020,20_16,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
17.04.2020,20_16,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
17.04.2020,20_16,1,сыр,60,"22,5",28,0,0,0,342,"13,5","16,8",0,0,0,"205,2"
17.04.2020,20_16,1,рис бур вар,600,3,1,26,,,120,18,6,156,0,0,720
17.04.2020,20_16,1,хек рыба,300,"16,8","2,2",0,0,0,86,"50,4","6,6",0,0,0,258
17.04.2020,20_16,1,масло оливковое,12,0,92,0,0,0,824,0,"11,04",0,0,0,"98,88"
17.04.2020,20_16,1,Яблоко,270,"0,3","0,2",14,2,"8,74",52,"0,81","0,54","37,8","5,4","23,598","140,4"
17.04.2020,20_16,1,апельсин,250,"0,9","0,1",12,3,9,47,"2,25","0,25",30,"7,5","22,5","117,5"
17.04.2020,20_16,1,морская капуста,80,"0,5","0,5","3,8","1,3","0,6",22,"0,4","0,4","3,04","1,04","0,48","17,6"
17.04.2020,20_16,1,bcaa ON,6,53,0,32,0,0,337,"3,18",0,"1,92",0,0,"20,22"
17.04.2020,20_16,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
17.04.2020,20_16,1,Шоколад Спартак 56%,17,"6,5",34,51,10,20,530,"1,105","5,78","8,67","1,7","3,4","90,1"
17.04.2020,20_16,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
18.04.2020,20_16,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
18.04.2020,20_16,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
18.04.2020,20_16,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
18.04.2020,20_16,1,сыр,55,"22,5",28,0,0,0,342,"12,375","15,4",0,0,0,"188,1"
18.04.2020,20_16,1,булгур вар,600,5,1,25,7,"0,16",122,30,6,150,42,"0,96",732
18.04.2020,20_16,1,тунец конс,150,22,"0,7",0,0,0,96,33,"1,05",0,0,0,144
18.04.2020,20_16,1,Свинина окорок,150,18,21,0,0,0,270,27,"31,5",0,0,0,405
18.04.2020,20_16,1,масло оливковое,20,0,92,0,0,0,824,0,"18,4",0,0,0,"164,8"
18.04.2020,20_16,1,апельсин,250,"0,9","0,1",12,3,9,47,"2,25","0,25",30,"7,5","22,5","117,5"
18.04.2020,20_16,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
18.04.2020,20_16,1,горошек,55,"4,8","0,2","7,5",,,"52,2","2,64","0,11","4,125",0,0,"28,71"
18.04.2020,20_16,1,Яблоко,150,"0,3","0,2",14,2,"8,74",52,"0,45","0,3",21,3,"13,11",78
19.04.2020,20_17,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
19.04.2020,20_17,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
19.04.2020,20_17,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
19.04.2020,20_17,1,сыр,55,"22,5",28,0,0,0,342,"12,375","15,4",0,0,0,"188,1"
19.04.2020,20_17,1,запеканка,80,13,5,14,,,147,"10,4",4,"11,2",0,0,"117,6"
19.04.2020,20_17,1,Яйцо белок,40,"11,1",0,1,0,0,46,"4,44",0,"0,4",0,0,"18,4"
19.04.2020,20_17,1,Яйцо желток,15,"16,2","31,2","3,6",0,0,354,"2,43","4,68","0,54",0,0,"53,1"
19.04.2020,20_17,1,морковь,160,"0,9","0,2",10,"2,8","4,53",41,"1,44","0,32",16,"4,48","7,248","65,6"
19.04.2020,20_17,1,апельсин,300,"0,9","0,1",12,3,9,47,"2,7","0,3",36,9,27,141
19.04.2020,20_17,1,макароны вар 150/320,550,7,1,32,,,163,"38,5","5,5",176,0,0,"896,5"
19.04.2020,20_17,1,Свинина окорок,290,18,21,0,0,0,270,"52,2","60,9",0,0,0,783
19.04.2020,20_17,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
20.04.2020,20_17,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
20.04.2020,20_17,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
20.04.2020,20_17,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
20.04.2020,20_17,1,сыр,55,"22,5",28,0,0,0,342,"12,375","15,4",0,0,0,"188,1"
20.04.2020,20_17,1,грудка,300,31,"3,6",0,0,0,165,93,"10,8",0,0,0,495
20.04.2020,20_17,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
20.04.2020,20_17,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
20.04.2020,20_17,1,Яблоко,300,"0,3","0,2",14,2,"8,74",52,"0,9","0,6",42,6,"26,22",156
20.04.2020,20_17,1,масло оливковое,15,0,92,0,0,0,824,0,"13,8",0,0,0,"123,6"
20.04.2020,20_17,1,bcaa ON,6,53,0,32,0,0,337,"3,18",0,"1,92",0,0,"20,22"
20.04.2020,20_17,1,Банан,150,"1,1","0,3",23,"2,6",12,89,"1,65","0,45","34,5","3,9",18,"133,5"
20.04.2020,20_17,1,Шоколад Спартак 56%,17,"6,5",34,51,10,20,530,"1,105","5,78","8,67","1,7","3,4","90,1"
20.04.2020,20_17,1,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
21.04.2020,20_17,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
21.04.2020,20_17,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
21.04.2020,20_17,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
21.04.2020,20_17,1,сыр,55,"22,5",28,0,0,0,342,"12,375","15,4",0,0,0,"188,1"
21.04.2020,20_17,1,грудка,300,31,"3,6",0,0,0,165,93,"10,8",0,0,0,495
21.04.2020,20_17,1,гречка вар,600,4,1,20,"2,938090241",0,100,24,6,120,"17,62854145",0,600
21.04.2020,20_17,1,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
21.04.2020,20_17,1,Яблоко,300,"0,3","0,2",14,2,"8,74",52,"0,9","0,6",42,6,"26,22",156
21.04.2020,20_17,1,масло оливковое,15,0,92,0,0,0,824,0,"13,8",0,0,0,"123,6"
